NCT Number,Study Status,Study Results,Conditions,Sponsor,Sex,Age,Phases,Enrollment,Trial Duration (days),Number of Sites,Intervention Type,has_collaborator,Allocation,Primary Purpose,blinding_level,query_rate,risk_category,therapeutic_area,sponsor_type,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count
NCT03246438,COMPLETED,NO,Cancer of Colon,University of Pennsylvania,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,423.0,242,1,BEHAVIORAL,0,RANDOMIZED,SCREENING,1,14.69,LOW,ONCOLOGY,ACADEMIC_GOVT,2,48,6.29,2,0.5,0.3386,52.43801652892562,5.7,8,8.5,4,1,0
NCT05526248,COMPLETED,YES,Biochemically Recurrent Prostate Cancer,Bayer,MALE,"ADULT, OLDER_ADULT",PHASE2,28.0,716,5,DRUG,0,RANDOMIZED,TREATMENT,0,14.22,LOW,ONCOLOGY,INDUSTRY,1,75,7.25,1,7.3,0.4731,1.1731843575418994,2.3,26,1.8,8,1,0
NCT06840548,COMPLETED,NO,Clear Cell Renal Cell Carcinoma (ccRCC),Philogen S.p.A.,ALL,"ADULT, OLDER_ADULT",PHASE1,20.0,226,3,DRUG,0,NON_RANDOMIZED,DIAGNOSTIC,0,14.88,LOW,ONCOLOGY,INDUSTRY,1,56,7.07,3,1.32,0.2694,2.6548672566371683,1.7,12,8.2,8,0,1
NCT01099358,COMPLETED,YES,Solid Tumor,Eli Lilly and Company,ALL,"ADULT, OLDER_ADULT",PHASE2,47.0,2222,7,DRUG,0,NON_RANDOMIZED,OTHER,0,30.86,MEDIUM,ONCOLOGY,INDUSTRY,7,139,5.75,3,2.8,0.1948,0.6345634563456346,2.7,40,6.5,15,1,1
NCT01084655,COMPLETED,YES,Prostate Cancer,"Millennium Pharmaceuticals, Inc.",MALE,"ADULT, OLDER_ADULT",PHASE2,38.0,2070,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,20.26,LOW,ONCOLOGY,INDUSTRY,3,119,6.17,3,4.13,0.3761,0.5507246376811594,1.1,35,5.7,14,1,0
NCT05741255,COMPLETED,NO,"Acceptance and Commitment Therapy, Mental Health, Cognitive Impairment,Colorectal Cancer",Alexandria University,ALL,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,40.0,396,1,BEHAVIORAL,0,RANDOMIZED,SUPPORTIVE_CARE,1,5.97,LOW,NEUROLOGY,ACADEMIC_GOVT,3,52,5.37,2,7.19,0.4607,3.0303030303030303,14.1,15,7.6,3,0,1
NCT02612155,COMPLETED,YES,Moderate or Severe Hypoxic-ischemic Encephalopathy in Newborns,Michael Cotten,ALL,CHILD,PHASE2,35.0,858,1,BIOLOGICAL,1,RANDOMIZED,TREATMENT,4,32.59,MEDIUM,OTHER,INDUSTRY,3,119,4.33,1,0.9,0.215,1.2237762237762237,3.9,43,2.4,17,1,2
NCT00713778,COMPLETED,NO,Ovarian Cysts,Shandong Provincial Hospital,FEMALE,ADULT,PHASE4,192.0,1643,1,PROCEDURE,1,NON_RANDOMIZED,SUPPORTIVE_CARE,0,6.73,LOW,OTHER,ACADEMIC_GOVT,1,51,3.65,1,6.41,0.0619,3.5057821059038345,1.4,27,14.2,7,1,2
NCT04448678,COMPLETED,YES,Adolescent|Young Adult|Cancer,University of Utah,ALL,ADULT,NOT_REPORTED,86.0,699,3,BEHAVIORAL,1,RANDOMIZED,HEALTH_SERVICES_RESEARCH,2,45.23,HIGH,ONCOLOGY,ACADEMIC_GOVT,1,50,5.22,2,3.97,0.2721,3.6909871244635193,0.8,15,6.1,11,0,0
NCT00043043,COMPLETED,NO,Colorectal Cancer,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,40.0,1614,2,DRUG,0,RANDOMIZED,PREVENTION,2,41.24,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,11,125,4.14,2,4.01,0.2739,0.7434944237918216,8.5,36,12.6,12,1,1
NCT01669343,COMPLETED,YES,Breast Neoplasms,"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",FEMALE,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,121.0,1522,3,DRUG,0,UNKNOWN,TREATMENT,0,40.72,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,104,4.03,2,0.64,0.4272,2.3850197109067017,9.9,36,4.1,4,1,1
NCT00351715,TERMINATED,NO,Cancer|Pain,AHS Cancer Control Alberta,ALL,"ADULT, OLDER_ADULT",PHASE2,5.0,62,2,DRUG,1,UNKNOWN,TREATMENT,0,42.4,HIGH,ONCOLOGY,INDUSTRY,1,77,4.79,1,2.12,0.346,2.419354838709677,2.6,28,1.0,9,0,4
NCT00129935,COMPLETED,YES,Breast Cancer,Spanish Breast Cancer Research Group,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1384.0,5541,58,DRUG,1,RANDOMIZED,TREATMENT,0,63.58,HIGH,ONCOLOGY,INDUSTRY,12,289,5.89,4,9.35,0.5156,7.493232268543585,4.2,82,2.1,20,1,2
NCT04538625,COMPLETED,NO,Cancer Therapy-Related Diarrhea|Chemotherapy-related Diarrhea|Adult Solid Tumor|Prophylaxis of Diarrhea|Symptomatic Relief of Diarrhea|Targeted Therapy-related Diarrhea,"Napo Pharmaceuticals, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE3,287.0,1118,52,DRUG,0,RANDOMIZED,PREVENTION,4,150.15,HIGH,ONCOLOGY,INDUSTRY,6,250,7.33,3,3.13,0.1557,7.701252236135957,1.3,80,2.7,20,1,1
NCT04113811,COMPLETED,NO,Prostate Cancer,Chinese University of Hong Kong,MALE,"ADULT, OLDER_ADULT",NOT_REPORTED,30.0,1281,1,DEVICE,0,UNKNOWN,TREATMENT,0,56.2,HIGH,ONCOLOGY,ACADEMIC_GOVT,2,120,4.37,2,4.39,0.3888,0.702576112412178,11.4,21,7.5,9,1,0
NCT01185171,COMPLETED,YES,Head and Neck Cancer,University of Chicago,ALL,"ADULT, OLDER_ADULT",PHASE2,70.0,5665,1,DRUG,0,UNKNOWN,TREATMENT,0,33.41,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,7,118,7.45,1,8.0,0.372,0.3706972639011474,8.7,31,15.7,12,1,2
NCT01672944,COMPLETED,NO,Neoplasm,H. Lee Moffitt Cancer Center and Research Institute,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,339.0,4008,1,OTHER,0,RANDOMIZED,OTHER,0,39.49,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,4,101,3.91,4,8.2,0.3381,2.537425149700599,1.3,36,18.8,8,1,0
NCT00880464,COMPLETED,YES,Breast Cancer,Dana-Farber Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE1,8.0,5630,2,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,47.75,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,88,4.92,2,4.2,0.1361,0.1,8.8,20,24.4,10,1,2
NCT02452099,COMPLETED,NO,Multiple Myeloma|Lymphomas|Leukemias,Maria Sklodowska-Curie National Research Institute of Oncology,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,150.0,1065,1,PROCEDURE,0,RANDOMIZED,TREATMENT,0,14.64,LOW,ONCOLOGY,ACADEMIC_GOVT,2,117,6.58,1,5.02,0.1343,4.225352112676056,6.8,25,3.8,9,0,1
NCT02531906,COMPLETED,NO,Head and Neck Squamous Cell Carcinoma|Pain|Stomatitis,Roswell Park Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE1,60.0,1147,1,DRUG,0,RANDOMIZED,SUPPORTIVE_CARE,0,21.42,LOW,ONCOLOGY,ACADEMIC_GOVT,1,50,6.76,1,0.5,0.2336,1.5693112467306016,4.1,22,7.4,6,0,1
NCT01477814,COMPLETED,NO,Colorectal Cancer,Barcey T. Levy,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,743.0,2571,1,BEHAVIORAL,1,RANDOMIZED,SCREENING,1,17.49,LOW,ONCOLOGY,INDUSTRY,0,58,5.46,2,5.8,0.3485,8.66977829638273,0.6,16,9.5,6,0,0
NCT00366106,TERMINATED,YES,Multiple Myeloma,Accelerated Community Oncology Research Network,ALL,"ADULT, OLDER_ADULT",PHASE2,32.0,1704,15,DRUG,1,UNKNOWN,TREATMENT,0,55.83,HIGH,ONCOLOGY,INDUSTRY,8,125,5.61,3,4.85,0.6208,0.5633802816901409,2.3,31,7.0,16,1,1
NCT05775406,COMPLETED,NO,Myeloid Malignancies|Acute Lymphocytic Leukemia|Lymphomas|Advanced Solid Tumors,"Kymera Therapeutics, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,52.0,583,11,DRUG,0,NON_RANDOMIZED,TREATMENT,0,22.0,LOW,ONCOLOGY,INDUSTRY,1,50,4.82,2,2.3,0.1563,2.6758147512864494,0.5,14,3.0,6,1,0
NCT03541252,COMPLETED,YES,"Carcinoma, Basal Cell",Merete Haedersdal,ALL,"ADULT, OLDER_ADULT",PHASE2,20.0,542,1,DRUG,0,UNKNOWN,TREATMENT,0,19.26,LOW,ONCOLOGY,INDUSTRY,4,106,7.77,3,0.5,0.5047,1.1070110701107012,1.5,26,3.5,8,1,2
NCT00781352,COMPLETED,NO,Colorectal Cancer,The Cleveland Clinic,ALL,"ADULT, OLDER_ADULT",PHASE3,408.0,3042,1,DRUG,0,RANDOMIZED,PREVENTION,2,128.32,HIGH,ONCOLOGY,INDUSTRY,5,188,7.69,2,8.53,0.6222,4.023668639053255,2.4,79,5.2,20,1,2
NCT06622252,COMPLETED,NO,Quality of Life|Pediatric Cancer|Caregiver Burden,"University of California, Irvine",ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,33.0,1441,1,OTHER,1,RANDOMIZED,SUPPORTIVE_CARE,0,25.69,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,90,4.35,1,9.5,0.4115,0.6870229007633588,6.6,28,5.1,11,1,1
NCT00943449,COMPLETED,NO,Hepatocellular Carcinoma,4SC AG,ALL,"ADULT, OLDER_ADULT",PHASE2,57.0,1523,15,DRUG,0,NON_RANDOMIZED,TREATMENT,0,17.99,LOW,ONCOLOGY,INDUSTRY,12,141,4.53,4,2.67,0.3,1.1227839789888379,1.2,31,4.3,10,0,3
NCT01671449,COMPLETED,NO,Gastric Cancer,Min-Hee Ryu,ALL,"ADULT, OLDER_ADULT",PHASE3,338.0,1034,9,DRUG,0,RANDOMIZED,TREATMENT,0,55.16,HIGH,ONCOLOGY,INDUSTRY,10,201,6.57,3,0.5,0.1971,9.806576402321083,0.5,58,8.7,20,1,0
NCT06185738,COMPLETED,NO,Breast Cancer|Head and Neck Cancer|Sarcoma,University of Illinois at Chicago,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,20.0,396,1,OTHER,1,UNKNOWN,SUPPORTIVE_CARE,0,20.41,LOW,ONCOLOGY,ACADEMIC_GOVT,0,83,4.32,2,5.88,0.1276,1.5151515151515151,4.8,21,4.6,10,1,1
NCT03806738,COMPLETED,NO,Shared Decision Making,University of Alabama at Birmingham,FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,140.0,1481,1,OTHER,1,RANDOMIZED,HEALTH_SERVICES_RESEARCH,0,40.51,MEDIUM,OTHER,ACADEMIC_GOVT,3,110,6.42,2,1.68,0.2727,2.835921674544227,6.9,27,9.2,8,1,2
NCT00516438,COMPLETED,NO,Malignant Solid Tumors,AstraZeneca,ALL,"ADULT, OLDER_ADULT",PHASE1,48.0,854,3,DRUG,1,NON_RANDOMIZED,TREATMENT,0,13.04,LOW,ONCOLOGY,INDUSTRY,2,49,7.67,3,0.8,0.1403,1.6861826697892273,1.7,9,13.6,5,0,2
NCT01494558,COMPLETED,NO,Non-Small Cell Lung Cancer,Chinese Academy of Medical Sciences,ALL,"ADULT, OLDER_ADULT",PHASE3,200.0,1553,0,OTHER,0,RANDOMIZED,TREATMENT,0,24.81,MEDIUM,ONCOLOGY,INDUSTRY,9,151,6.37,1,2.1,0.333,3.86349001931745,3.4,54,13.5,14,1,0
NCT00917748,COMPLETED,NO,Prostatic Neoplasms|Breast Cancer,Sanofi,ALL,"ADULT, OLDER_ADULT",PHASE3,84.0,638,1,DRUG,0,RANDOMIZED,TREATMENT,4,94.07,HIGH,ONCOLOGY,INDUSTRY,8,226,4.42,2,1.0,0.2152,3.949843260188088,1.5,57,8.0,16,1,2
NCT03645148,COMPLETED,NO,Pancreatic Cancer|Pancreatic Carcinoma,Zhejiang Provincial People's Hospital,ALL,"ADULT, OLDER_ADULT",PHASE1,7.0,1255,1,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,26.79,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,1,67,7.7,1,4.64,0.1976,0.16733067729083664,7.9,16,11.7,13,1,3
NCT00267748,COMPLETED,YES,"Carcinoma, Renal Cell",Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE2,317.0,1643,156,DRUG,0,RANDOMIZED,TREATMENT,0,43.11,HIGH,ONCOLOGY,INDUSTRY,6,148,7.99,3,1.31,0.254,5.788192331101643,0.5,33,8.8,16,1,5
NCT00276055,COMPLETED,NO,Sarcoma,New Mexico Cancer Research Alliance,ALL,"ADULT, OLDER_ADULT",PHASE1,38.0,1826,4,DRUG,0,NON_RANDOMIZED,TREATMENT,0,6.07,LOW,ONCOLOGY,INDUSTRY,4,54,4.64,2,0.5,0.1532,0.624315443592552,6.9,12,3.5,8,0,2
NCT00078455,COMPLETED,NO,Non-Small-Cell Lung Carcinoma,"Genzyme, a Sanofi Company",ALL,"ADULT, OLDER_ADULT",PHASE2,40.0,609,10,DRUG,0,NON_RANDOMIZED,TREATMENT,0,39.3,MEDIUM,ONCOLOGY,INDUSTRY,4,89,7.1,2,6.92,0.2767,1.9704433497536946,3.8,27,3.8,11,0,3
NCT05188755,COMPLETED,NO,"Young Adults|Lymphoma, Non-Hodgkin|Hodgkin Disease","University Hospital, Clermont-Ferrand",ALL,ADULT,NOT_REPORTED,44.0,339,1,OTHER,0,NON_RANDOMIZED,DIAGNOSTIC,0,18.84,LOW,ONCOLOGY,ACADEMIC_GOVT,0,93,4.35,2,3.51,0.304,3.893805309734513,7.9,20,3.5,9,0,2
NCT00059878,COMPLETED,NO,"Infection|Unspecified Adult Solid Tumor, Protocol Specific",National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,40.0,519,3,BIOLOGICAL,0,RANDOMIZED,SUPPORTIVE_CARE,2,31.79,MEDIUM,INFECTIOUS DISEASE,ACADEMIC_GOVT,1,150,6.5,2,8.82,0.0625,2.312138728323699,8.9,45,25.6,11,1,0
NCT02883985,COMPLETED,NO,Breast Cancer,NYU Langone Health,FEMALE,"ADULT, OLDER_ADULT",PHASE2,100.0,6332,1,RADIATION,0,UNKNOWN,TREATMENT,0,26.55,MEDIUM,ONCOLOGY,INDUSTRY,5,116,6.18,1,1.33,0.3594,0.4737839545167404,1.8,28,4.8,12,1,0
NCT04958785,TERMINATED,YES,Triple-Negative Breast Cancer,Gilead Sciences,ALL,"ADULT, OLDER_ADULT",PHASE2,92.0,1029,45,DRUG,0,RANDOMIZED,TREATMENT,0,78.3,HIGH,ONCOLOGY,INDUSTRY,7,144,8.78,5,1.3,0.3519,2.6822157434402336,0.6,33,6.1,12,0,2
NCT01861509,COMPLETED,NO,Metastatic Breast Cancer|Stage IV Breast Cancer,Meabco A/S,FEMALE,"ADULT, OLDER_ADULT",PHASE1,10.0,731,2,DRUG,0,UNKNOWN,BASIC_SCIENCE,0,9.17,LOW,ONCOLOGY,INDUSTRY,0,58,4.66,1,6.33,0.1067,0.4103967168262654,2.3,15,2.8,10,0,2
NCT02334709,COMPLETED,NO,"Carcinoma, Renal Cell","University Hospital, Ghent",ALL,"ADULT, OLDER_ADULT",PHASE2,13.0,912,1,RADIATION,0,UNKNOWN,TREATMENT,0,30.42,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,6,100,6.29,1,0.5,0.3588,0.4276315789473684,10.5,25,1.5,6,1,0
NCT00986609,COMPLETED,NO,Breast Cancer|Inflammatory Breast Cancer|Stage I Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Triple-negative Breast Cancer,"Joseph Baar, MD, PhD",FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,29.0,2346,1,BIOLOGICAL,0,UNKNOWN,OTHER,0,8.75,LOW,ONCOLOGY,INDUSTRY,4,44,7.41,2,3.83,0.2055,0.37084398976982097,0.5,19,2.7,6,0,5
NCT00674609,COMPLETED,YES,Palliative Care|Pain|Cancer,Jazz Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE3,177.0,759,1,DRUG,0,RANDOMIZED,SUPPORTIVE_CARE,4,165.25,HIGH,ONCOLOGY,INDUSTRY,6,241,6.8,1,20.0,0.1585,6.996047430830039,3.7,65,4.1,20,1,1
NCT00375999,COMPLETED,YES,Stomach Neoplasms,Yonsei University,ALL,"ADULT, OLDER_ADULT",PHASE2,34.0,91,1,DRUG,0,UNKNOWN,TREATMENT,0,44.14,HIGH,ONCOLOGY,ACADEMIC_GOVT,0,134,4.68,1,11.0,0.34,11.20879120879121,5.4,35,22.1,14,0,2
NCT01962532,COMPLETED,NO,Neoplasms|Lymphoma|Adenocarcinoma|Esophagogastric Junction,"Janssen Research & Development, LLC",ALL,"ADULT, OLDER_ADULT",PHASE1,19.0,890,3,DRUG,0,NON_RANDOMIZED,TREATMENT,0,17.47,LOW,ONCOLOGY,INDUSTRY,4,54,7.33,1,6.39,0.1811,0.6404494382022472,3.1,11,4.6,5,1,2
NCT04669132,COMPLETED,NO,Nausea Post Chemotherapy,Instituto Brasileiro de Controle do Cancer,FEMALE,"ADULT, OLDER_ADULT",PHASE2,50.0,396,1,DRUG,0,UNKNOWN,PREVENTION,0,9.12,LOW,OTHER,INDUSTRY,1,107,4.48,1,1.08,0.1764,3.787878787878788,3.9,26,1.6,5,0,2
NCT00002963,COMPLETED,NO,Non-melanomatous Skin Cancer,Roswell Park Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE2,40.0,4960,1,DRUG,0,RANDOMIZED,TREATMENT,0,23.43,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,1,111,5.28,2,5.18,0.3705,0.24193548387096772,0.6,30,3.9,16,1,0
NCT04912063,TERMINATED,NO,Acute Myeloid Leukemia (AML)|Myelodysplastic Syndrome (MDS),AbbVie,ALL,"ADULT, OLDER_ADULT",PHASE1,40.0,683,29,DRUG,0,NON_RANDOMIZED,TREATMENT,0,28.35,MEDIUM,ONCOLOGY,INDUSTRY,1,66,5.3,3,4.61,0.2318,1.7569546120058566,2.4,15,5.6,12,0,1
NCT02511821,COMPLETED,NO,Stage I Adult Liver Cancer|Stage I Colorectal Cancer|Stage IA Gastric Cancer|Stage IA Pancreatic Cancer|Stage IB Gastric Cancer|Stage IB Pancreatic Cancer|Stage II Adult Liver Cancer|Stage IIA Colorectal Cancer|Stage IIA Gastric Cancer|Stage IIA Pancreatic Cancer|Stage IIB Colorectal Cancer|Stage IIB Gastric Cancer|Stage IIB Pancreatic Cancer|Stage IIC Colorectal Cancer|Stage III Pancreatic Cancer|Stage IIIA Adult Liver Cancer|Stage IIIA Colorectal Cancer|Stage IIIA Gastric Cancer|Stage IIIB Adult Liver Cancer|Stage IIIB Colorectal Cancer|Stage IIIB Gastric Cancer|Stage IIIC Adult Liver Cancer|Stage IIIC Colorectal Cancer|Stage IIIC Gastric Cancer|Stage IV Gastric Cancer|Stage IVA Colorectal Cancer|Stage IVA Liver Cancer|Stage IVA Pancreatic Cancer|Stage IVB Colorectal Cancer|Stage IVB Liver Cancer|Stage IVB Pancreatic Cancer,City of Hope Medical Center,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,22.0,375,1,OTHER,1,UNKNOWN,DEVICE_FEASIBILITY,0,22.51,LOW,ONCOLOGY,ACADEMIC_GOVT,0,79,6.39,1,5.45,0.3011,1.76,2.1,18,19.2,4,0,2
NCT01116193,COMPLETED,NO,"Leukemia, Lymphoid|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma",Institut de Cancérologie de la Loire,ALL,"ADULT, OLDER_ADULT",PHASE2,10.0,1308,4,DRUG,1,NON_RANDOMIZED,TREATMENT,0,30.2,MEDIUM,ONCOLOGY,INDUSTRY,1,104,6.35,1,0.64,0.5395,0.2293577981651376,0.6,27,8.5,11,1,2
NCT04428333,TERMINATED,YES,"Neoplasms, Head and Neck",GlaxoSmithKline,ALL,"ADULT, OLDER_ADULT",PHASE3,117.0,1133,71,DRUG,1,RANDOMIZED,TREATMENT,2,211.47,HIGH,ONCOLOGY,INDUSTRY,7,224,7.24,2,1.2,0.4685,3.097969991173875,5.1,87,2.9,20,1,1
NCT07272447,COMPLETED,NO,Breast Cancer,University of Yalova,ALL,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,60.0,184,1,OTHER,0,RANDOMIZED,SUPPORTIVE_CARE,0,39.99,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,93,5.04,3,5.7,0.4362,9.782608695652174,4.6,24,15.1,12,1,2
NCT00525447,COMPLETED,NO,Multiple Myeloma,Seagen Inc.,ALL,"ADULT, OLDER_ADULT",PHASE1,36.0,915,9,DRUG,1,UNKNOWN,TREATMENT,0,53.75,HIGH,ONCOLOGY,INDUSTRY,2,54,4.47,2,14.83,0.3672,1.180327868852459,1.8,11,4.7,7,0,2
NCT00003449,COMPLETED,NO,Ovarian Cancer,University of Southern California,FEMALE,"ADULT, OLDER_ADULT",PHASE2,35.0,2102,1,DRUG,1,UNKNOWN,TREATMENT,0,73.88,HIGH,ONCOLOGY,ACADEMIC_GOVT,5,133,5.31,1,3.1,0.3657,0.4995242626070409,5.8,24,15.6,10,1,0
NCT00734149,COMPLETED,YES,Multiple Myeloma,Duke University,ALL,"ADULT, OLDER_ADULT",PHASE2,45.0,1310,1,DRUG,0,UNKNOWN,TREATMENT,0,65.23,HIGH,ONCOLOGY,ACADEMIC_GOVT,2,111,7.52,2,15.15,0.544,1.0305343511450382,5.3,27,23.8,10,0,3
NCT00669578,COMPLETED,YES,Chronic Myeloproliferative Disorders|Secondary Myelofibrosis,Mayo Clinic,ALL,"ADULT, OLDER_ADULT",PHASE2,77.0,4242,1,DRUG,1,UNKNOWN,TREATMENT,0,17.84,LOW,OTHER,INDUSTRY,5,128,6.62,1,2.38,0.4949,0.5445544554455445,3.1,32,7.3,8,1,3
NCT02734615,TERMINATED,NO,Advanced or Metastatic ER+ Breast Cancer,Novartis Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE1,199.0,1917,10,DRUG,0,NON_RANDOMIZED,TREATMENT,0,47.98,HIGH,ONCOLOGY,INDUSTRY,2,55,6.41,2,20.0,0.237,3.1142410015649453,2.7,15,7.9,3,1,0
NCT00003376,COMPLETED,NO,Bladder Cancer|Transitional Cell Cancer of the Renal Pelvis and Ureter|Urethral Cancer,Eastern Cooperative Oncology Group,ALL,"ADULT, OLDER_ADULT",PHASE3,330.0,2464,50,DRUG,1,RANDOMIZED,TREATMENT,0,55.65,HIGH,ONCOLOGY,INDUSTRY,11,289,6.3,1,4.02,0.4486,4.017857142857142,0.5,85,2.3,20,1,0
NCT01262417,COMPLETED,NO,Colorectal Cancer,Centre Leon Berard,ALL,"ADULT, OLDER_ADULT",PHASE2,60.0,853,17,PROCEDURE,1,RANDOMIZED,PREVENTION,0,31.72,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,98,5.74,2,12.39,0.3853,2.1101992966002343,2.6,30,11.9,10,1,1
NCT02531932,COMPLETED,NO,Breast Cancer,Amy Tiersten,FEMALE,"ADULT, OLDER_ADULT",PHASE2,64.0,3230,3,DRUG,1,RANDOMIZED,TREATMENT,0,68.7,HIGH,ONCOLOGY,INDUSTRY,6,109,6.31,1,1.8,0.3376,0.5944272445820433,2.4,25,9.6,13,0,3
NCT00477087,TERMINATED,YES,Prostatic Neoplasms,Stanford University,MALE,"ADULT, OLDER_ADULT",PHASE2,10.0,1280,1,DRUG,1,UNKNOWN,TREATMENT,0,28.15,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,5,112,4.68,3,1.66,0.1524,0.234375,21.9,33,12.1,19,0,1
NCT00683787,TERMINATED,YES,Gastric Cancer,Roswell Park Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE2,8.0,1034,1,DRUG,0,RANDOMIZED,TREATMENT,0,51.77,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,113,7.17,1,0.66,0.3127,0.23210831721470018,14.7,34,19.7,10,1,2
NCT00179387,COMPLETED,NO,Neoplasms,Albert Einstein College of Medicine,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,166.0,4103,1,BEHAVIORAL,1,RANDOMIZED,SUPPORTIVE_CARE,0,24.1,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,0,41,4.84,1,2.4,0.5182,1.2137460394833048,5.1,6,23.2,4,1,0
NCT00003693,COMPLETED,NO,Leukemia|Myelodysplastic Syndromes,M.D. Anderson Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,30.0,1047,1,DRUG,1,UNKNOWN,TREATMENT,0,15.57,LOW,ONCOLOGY,ACADEMIC_GOVT,2,59,5.35,1,0.87,0.38,0.8595988538681949,1.5,19,3.4,6,0,0
NCT00003993,COMPLETED,NO,"Lymphoma|Small Intestine Cancer|Unspecified Adult Solid Tumor, Protocol Specific",National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",PHASE1,24.0,3226,1,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,35.66,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,68,5.36,2,1.08,0.1967,0.2231866088034718,6.2,15,5.0,14,0,4
NCT03832621,COMPLETED,NO,Metastatic Colorectal Cancer,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",ALL,"ADULT, OLDER_ADULT",PHASE2,135.0,920,1,DRUG,0,UNKNOWN,TREATMENT,0,25.25,MEDIUM,ONCOLOGY,INDUSTRY,3,95,6.48,2,2.65,0.2479,4.4021739130434785,0.5,34,1.0,11,0,2
NCT03075514,COMPLETED,NO,"Glioblastoma|Glioblastoma Multiforme|Glioblastoma, Adult",University of Liverpool,ALL,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,12.0,703,1,OTHER,1,RANDOMIZED,TREATMENT,0,29.48,MEDIUM,OTHER,ACADEMIC_GOVT,1,74,5.99,1,3.63,0.1884,0.5120910384068279,4.8,20,9.2,9,0,0
NCT00699816,COMPLETED,YES,Hepatocellular Carcinoma,GC Cell Corporation,ALL,"ADULT, OLDER_ADULT",PHASE3,230.0,1584,5,BIOLOGICAL,0,RANDOMIZED,TREATMENT,0,67.78,HIGH,ONCOLOGY,INDUSTRY,12,248,7.85,1,0.61,0.2166,4.356060606060606,1.3,64,4.0,20,1,6
NCT03885284,COMPLETED,YES,Resected Pancreatic Adenocarcinoma,Georgetown University,ALL,"ADULT, OLDER_ADULT",PHASE1,9.0,1577,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,33.04,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,4,60,4.94,1,0.98,0.0635,0.17121116043119847,5.2,12,2.5,9,0,1
